DesignName,DatapathDelay,logic_delay,routing_delay,DynamicPower,static_power,signal_power,logic_power,i_o_power,total_power,f7_muxes,lut_as_memory,lut_as_logic,slice_lut,lut1,lut2,lut3,lut4,lut5,lut6,lut7
alu_4bit,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
bcd_to_gray,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
behav_counter,4.395,2.869,1.526,4.811,0.147,0.137,0.067,4.596,4.958,0.0,0.0,9.0,9.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0
counter,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
digital_filter,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
fft_module,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
fibonacci_gen,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
fsm_1100,4.251,2.867,1.383,0.162,0.131,0.018,0.011,0.126,0.293,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
full_adder,5.896,3.56,2.337,0.9,0.133,0.019,0.005,0.877,1.034,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
gray_count,4.315,2.783,1.532,7.73,0.16,0.174,0.006,7.528,7.89,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
half_adder,5.897,3.524,2.373,0.663,0.133,0.013,0.003,0.646,0.795,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
mod_demod,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
param_adder,7.136,4.231,2.906,5.313,0.149,0.129,0.021,5.154,5.461,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
param_comparator,7.165,3.811,3.354,1.112,0.134,0.082,0.067,0.96,1.246,0.0,0.0,12.0,12.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0
param_counter,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
param_shift_reg,4.407,2.861,1.546,3.378,0.141,0.13,0.028,3.207,3.519,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
param_subtractor,7.301,4.107,3.194,5.35,0.149,0.143,0.031,5.166,5.499,0.0,0.0,11.0,11.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0
ram_dual,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ram_infer,6.673,3.391,3.282,2.157,0.137,0.142,0.0,1.984,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_separate_io,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
reg_file_32bit,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
rom_simple,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
seven_seg_display,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
shift_8x64_taps,4.438,2.74,1.698,7.818,0.16,0.234,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_port_ram,6.527,3.408,3.119,2.077,0.137,0.099,0.0,1.96,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uart_module,6.075,3.399,2.675,1.15,0.134,0.026,0.009,1.114,1.284,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
