DesignName,DatapathDelay,logic_delay,routing_delay,DynamicPower,static_power,signal_power,logic_power,i_o_power,total_power,f7_muxes,lut_as_memory,lut_as_logic,slice_lut,lut1,lut2,lut3,lut4,lut5,lut6,lut7
alu_4bit,7.571,3.779,3.793,3.087,0.14,0.126,0.084,2.878,3.228,0.0,0.0,15.0,15.0,0.0,4.0,2.0,2.0,4.0,8.0,0.0
behav_counter,4.427,2.777,1.651,3.225,0.141,0.105,0.049,3.061,3.365,0.0,0.0,11.0,11.0,0.0,0.0,1.0,2.0,6.0,3.0,0.0
full_adder,5.896,3.56,2.337,0.9,0.133,0.019,0.005,0.877,1.034,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
half_adder,5.897,3.524,2.373,0.663,0.133,0.013,0.003,0.646,0.795,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
param_subtractor,7.384,4.22,3.164,5.82,0.151,0.142,0.02,5.647,5.971,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
ram_dual,6.777,3.546,3.232,2.132,0.137,0.124,0.009,1.988,2.269,0.0,8.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
ram_simple,6.49,4.485,2.005,4.084,0.144,0.141,0.0,3.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seven_seg_display,6.4,3.569,2.831,2.106,0.137,0.042,0.021,2.043,2.243,0.0,0.0,4.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
ternary_adder_tree,18.203,2.774,15.429,17.482,0.237,1.893,0.349,15.161,17.719,0.0,0.0,32.0,32.0,0.0,0.0,30.0,28.0,0.0,2.0,0.0
true_dpram_sclk,12.001,3.756,8.246,13.183,0.196,2.386,2.137,8.576,13.378,0.0,0.0,517.0,517.0,0.0,5.0,12.0,0.0,86.0,447.0,0.0
uart_module,4.174,2.815,1.359,0.066,0.122,0.043,0.004,0.012,0.188,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
