DesignName,DatapathDelay,logic_delay,routing_delay,DynamicPower,static_power,signal_power,logic_power,i_o_power,total_power,f7_muxes,lut_as_memory,lut_as_logic,slice_lut,lut1,lut2,lut3,lut4,lut5,lut6,lut7
alu_4bit,7.537,3.767,3.77,3.047,0.14,0.115,0.073,2.859,3.187,0.0,0.0,13.0,13.0,0.0,1.0,0.0,3.0,5.0,8.0,0.0
behav_counter,4.395,2.869,1.526,4.811,0.147,0.137,0.067,4.596,4.958,0.0,0.0,9.0,9.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0
binary_adder_tree,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
counter,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
fibonacci_gen,5.911,2.328,3.583,7.996,0.161,0.328,0.147,7.475,8.158,0.0,0.0,15.0,15.0,0.0,1.0,8.0,10.0,1.0,0.0,0.0
fsm_1100,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_adder,5.896,3.56,2.337,0.9,0.133,0.019,0.005,0.877,1.034,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
gray_count,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
half_adder,5.897,3.524,2.373,0.663,0.133,0.013,0.003,0.646,0.795,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
param_shift_reg,4.394,2.721,1.674,3.052,0.14,0.116,0.025,2.899,3.192,0.0,0.0,4.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
ram_infer,6.633,3.567,3.066,2.125,0.137,0.111,0.0,1.976,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_separate_io,8.043,3.798,4.245,3.6,0.142,0.228,0.0,3.304,0.0,16.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rom_simple,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_port_ram,4.387,2.809,1.578,2.067,0.137,0.098,0.0,1.956,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true_dpram_sclk,10.732,3.822,6.91,13.917,0.202,2.273,1.862,9.643,14.119,60.0,0.0,464.0,464.0,0.0,0.0,13.0,0.0,246.0,228.0,0.0
