DesignName,DatapathDelay,logic_delay,routing_delay,DynamicPower,static_power,signal_power,logic_power,i_o_power,total_power,f7_muxes,lut_as_memory,lut_as_logic,slice_lut,lut1,lut2,lut3,lut4,lut5,lut6,lut7
behav_counter,4.395,2.869,1.526,4.811,0.147,0.137,0.067,4.596,4.958,0.0,0.0,9.0,9.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0
counter,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
fibonacci_gen,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fsm_1100,4.81,2.869,1.94,0.049,0.131,0.017,0.014,0.012,0.18,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
full_adder,5.896,3.56,2.337,0.9,0.133,0.019,0.005,0.877,1.034,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
gray_count,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
half_adder,5.897,3.524,2.373,0.663,0.133,0.013,0.003,0.646,0.795,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
param_counter,4.373,2.871,1.502,2.734,0.139,0.063,0.04,2.623,2.873,0.0,0.0,7.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0
param_shift_reg,4.394,2.721,1.674,3.052,0.14,0.116,0.025,2.899,3.192,0.0,0.0,4.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
ram_dual,4.453,2.752,1.701,1.986,0.137,0.06,0.0,1.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_infer,6.633,3.567,3.066,2.125,0.137,0.111,0.0,1.976,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_separate_io,8.043,3.798,4.245,3.6,0.142,0.228,0.0,3.304,0.0,16.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_simple,8.043,3.798,4.245,3.6,0.142,0.228,0.0,3.304,0.0,16.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reg_file_32bit,13.061,3.404,9.657,17.034,0.232,1.433,0.002,15.4,17.266,0.0,44.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rom_simple,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seven_seg_display,6.358,3.579,2.78,2.485,0.138,0.048,0.023,2.414,2.623,0.0,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
shift_8x64_taps,4.339,2.74,1.598,22.322,0.304,0.978,0.382,20.88,22.625,0.0,0.0,32.0,32.0,0.0,1.0,63.0,0.0,0.0,0.0,0.0
single_port_ram,4.453,2.752,1.701,1.986,0.137,0.06,0.0,1.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ternary_adder_tree,4.365,2.871,1.494,15.794,0.219,0.393,0.133,15.169,16.013,0.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
true_dpram_sclk,10.257,3.595,6.663,13.89,0.202,2.256,1.852,9.643,14.092,60.0,0.0,464.0,464.0,0.0,0.0,13.0,0.0,246.0,228.0,0.0
