DesignName,DatapathDelay,logic_delay,routing_delay,DynamicPower,static_power,signal_power,logic_power,i_o_power,total_power,f7_muxes,lut_as_memory,lut_as_logic,slice_lut,lut1,lut2,lut3,lut4,lut5,lut6,lut7
alu_4bit,7.232,3.833,3.399,2.858,0.139,0.119,0.06,2.677,2.998,2.0,0.0,14.0,14.0,0.0,0.0,2.0,1.0,4.0,8.0,0.0
bcd_to_gray,6.093,3.508,2.584,1.214,0.134,0.026,0.008,1.181,1.349,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
behav_counter,4.395,2.869,1.526,4.811,0.147,0.137,0.067,4.596,4.958,0.0,0.0,9.0,9.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0
binary_adder_tree,9.003,1.696,7.306,17.879,0.242,2.155,0.29,15.268,18.12,0.0,0.0,64.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
counter,4.328,2.889,1.439,3.909,0.143,0.081,0.066,3.752,4.053,0.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
fft_module,4.122,2.752,1.37,0.038,0.131,0.009,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fibonacci_gen,4.3,2.764,1.536,7.819,0.161,0.21,0.118,7.445,7.98,0.0,0.0,18.0,18.0,0.0,8.0,0.0,1.0,8.0,1.0,0.0
full_adder,5.906,3.514,2.392,0.9,0.133,0.019,0.005,0.877,1.034,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
gray_count,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
half_adder,5.897,3.524,2.373,0.663,0.133,0.013,0.003,0.646,0.795,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
mod_demod,4.694,2.848,1.847,7.971,0.161,0.238,0.046,7.668,8.132,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
param_adder,7.384,4.22,3.164,5.82,0.151,0.142,0.02,5.647,5.971,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
param_comparator,7.165,3.811,3.354,1.112,0.134,0.082,0.067,0.96,1.246,0.0,0.0,12.0,12.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0
param_counter,4.429,2.859,1.57,4.013,0.144,0.103,0.099,3.8,4.157,0.0,0.0,8.0,8.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0
param_multiplier,11.62,5.08,6.54,13.429,0.198,0.645,0.44,12.296,13.627,0.0,0.0,70.0,70.0,0.0,25.0,3.0,21.0,3.0,37.0,0.0
param_shift_reg,4.407,2.861,1.546,3.378,0.141,0.13,0.028,3.207,3.519,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
param_subtractor,7.384,4.22,3.164,5.82,0.151,0.142,0.02,5.647,5.971,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
ram_dual,4.388,2.763,1.626,2.19,0.137,0.162,0.0,1.988,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_infer,4.592,2.827,1.765,2.163,0.137,0.145,0.0,1.984,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_separate_io,6.49,4.485,2.005,4.084,0.144,0.141,0.0,3.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram_simple,6.49,4.485,2.005,7.965,0.161,0.21,0.0,7.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rom_simple,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seven_seg_display,6.41,3.572,2.838,2.564,0.138,0.05,0.024,2.49,2.702,0.0,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
shift_8x64_taps,4.368,2.77,1.598,7.886,0.161,0.294,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_port_ram,4.516,2.809,1.706,2.083,0.137,0.102,0.0,1.96,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ternary_adder_tree,9.631,1.941,7.69,17.582,0.238,1.963,0.347,15.161,17.821,0.0,0.0,32.0,32.0,0.0,0.0,30.0,28.0,0.0,2.0,0.0
true_dpram_sclk,11.988,1.625,10.363,19.392,0.261,4.606,3.931,10.518,19.653,128.0,0.0,936.0,936.0,0.0,0.0,0.0,0.0,8.0,928.0,0.0
